,names,Yield Strength,Pressure treated,Area under heat treatment curve,Strengthening Precipitate Phase,Powder processed,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,Ultimate Tensile Strength,Elongation
458,Allvac718PLUS,,No,11666,,No,1.5,0,0,9,18,0,10,,,0,0,2.8,0,5.5,52.5,0,,,0,0,0.7,0,0,0,0,0,0,,
459,AEREX350,845,No,4316,YprimeandEta,No,0.84,0.021,0.019,25.15,17.03,0,0,0,0,0,0,3.05,0,1.13,44.69,0.004,0,0,0,4.02,2.07,0,2.17,0,0,0,0,,6.5
460,Udimet720,,No,20232,,No,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1599,
461,Inconel625,,No,3523,,No,0.25,0,0.016,0,21.45,0,1.41,0,,0,0.05,8.89,0.006,3.77,63.84,0,,,0.06,0,0.26,0,0,0,0,0,0,998,
462,Inconel718P/M,,No,12566,,No,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1464,
463,Waspaloy,,No,19572,,No,1.3,0.005,0.035,13.4,19.7,0.008,0,,,0,0,4.25,0,0,58.32,0,,,0,0,3,0,0,0,0,0,0,,
464,Inconel718,875,No,6146,DoublePrime,No,0.44,0,0.027,0,17.82,0,18.42,0,0,0,0,2.92,0,5.31,54.09,0,0,0,0,0.02,0.95,0,0,0,0,0,0,,32.4
465,Inconel718KC1542,,No,11670,,No,0.75,0.009,0.06,0.36,17.42,0.004,18.03,0,,0,0.11,2.99,0,5.47,53.21,0,,,0.61,0,0.97,0,0,0,0,0,0,1434.8,
466,Waspaloy1729,715.1,No,44108,GammaPrime,No,1.34,0.001,0.035,1.3,19.2,0,0,0,0,0,0,3.95,0,0,71.1,0,0,0,0,0,3.01,0,0,0,0,0,0.06,,
467,MA6000,550,No,0,yprime+ODS,No,4.5,0.01,0.05,0,15,0,1,0,0,0,0,2,0,0,69.7,0,0,0,0,2,2.5,0,2,0.866164748,0,0.233835252,0.15,,10
468,Inconel713C,,No,0,,No,6.1,0.012,0.12,0,12.5,0,0,0,,0,0,4.2,0,2,74,0,,,0,0,0.8,0,0,0,0,0,0.1,725,
469,El-929,835,No,6640,GammaPrime,No,4,0.02,0.1,14,10,0,0,0,0,0,0,4,0,0,60.38,0,0,0,0,0,2,0.5,5,0,0,0,0,,6.5
470,GMR-235,295,No,0,GammaPrime,No,3,0.06,0.15,0,15.5,0,10,0,0,0,0.3,5.3,0,0,63,0,0,0,0,0,2,0,0,0,0,0,0,,18
471,Inconel939,,No,13840,,No,2,0.004,0.15,19,22.4,0.005,0,,,0,0,0.01,0,1.02,48.23,0,,,0.001,1.45,3.71,0,2.02,0,0,0,0.003,,
472,Inconel718P/M,,No,12676,,No,5.45,0,0.04,0,18.61,0,18.61,,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,,
473,PM3030,895,No,3140,yprime+ODS,No,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,4
474,Allvac718PLUS,,No,12890,,No,1.5,0.005,0.02,9.1,17.4,0.013,9.7,,,0,0,2.7,0,5.5,52.36,0,,,0,0,0.7,0,1,0,0,0,0,,
475,TDNickel,1102,No,982,Solution,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1.757575758,0.242424242,0,,25
476,Waspaloy1650,,No,44108,,No,1.35,0.004,0.035,13.5,19.4,0,0,0,,0,0,4.05,0,0,58.53,0,,,0,0,3.07,0,0,0,0,0,0.06,1309,
477,Thermo-Span,,No,11805,,No,0.45,0.004,0,29,5.5,0,34.8,,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,,
478,Nimonic75,,No,1,,No,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
479,Inconel718,,No,23655,,No,0.53,0,0.05,0,17.9,0,18.92,0,,0,0.06,3,0,5,53.5,0,,,0.05,0,0.99,0,0,0,0,0,0,700,
480,Nimonic080A,775,No,19896,GammaPrime,No,1.4,0.003,0.06,0,19.5,0,0,0,0,0,0.3,0,0,0,76,0,0,0,0.3,0,2.4,0,0,0,0,0,0.06,,22
481,Waspaloy,,No,54888,,No,1.4,0.006,0.03,13.8,19.5,0.004,0.2,,,0,0,4.3,0,0,57.76,0,,,0,0,3,0,0,0,0,0,0,,
482,Inconel718,362,No,11708,DoublePrime,Yes,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,5,52.6,0,0,0,0,0,0.9,0,0,0,0,0,0,,
483,Waspaloy,,No,19572,,No,1.3,0.005,0.035,13.4,19.7,0.012,0,,,0,0,4.25,0,0,58.32,0,,,0,0,3,0,0,0,0,0,0,,
484,Udimet720P_M,1177,No,23914,GammaPrime,Yes,2.5,0.04,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,19.3
485,Nimonic105,580,No,35124,GammaPrime,No,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,39
486,Inconel718P_M,1192,No,12676,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,21
487,Waspaloy,,No,92888,,No,1.4,0.006,0.03,13.8,19.5,0.004,0.2,,,0,0,4.3,0,0,57.76,0,,,0,0,3,0,0,0,0,0,0,,
488,Inconel738LC,,No,22520,,No,3.44,0.01,0.1,8.35,16.01,0,0.12,,,0,0,1.74,0,0.81,61.67,0,,,0,1.66,3.4,0,2.66,0,0,0,0.03,,
489,Inconel718_Ta,,No,11876,,No,0.47,0.0043,0.044,0,19.2,0,18,,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,,
490,Nimonic263,140,No,6621.8,GammaPrime,No,0.5,0.001,0.06,20,20,0,0,0,0,0,0.4,5.9,0,0,51,0,0,0,0.3,0,2.1,0,0,0,0,0,0.02,,80
491,Rene41,1255,No,16424,GammaPrime,No,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,12
492,Rene95,,No,1042041,,No,3.5,0.01,0.15,8,14,0,0,,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,,
493,Inconel713LC,285,No,0,GammaPrime,No,5.9,0.01,0.05,0,12,0,0,0,0,0,0,4.5,0,2,75,0,0,0,0,0,1.6,0,0,0,0,0,0.1,,22
494,Allvac718PLUS,,No,11666,,No,1.5,0,0,9,18,0,10,,,0,0,2.8,0,5.5,52.5,0,,,0,0,0.7,0,0,0,0,0,0,,
495,SEL-15,766,No,3040,GammaPrime,No,5.4,0.015,0.07,14.5,11,0,0,0,0,0,0,6.5,0,0.5,58,0,0,0,0,0,2.5,0,1.5,0,0,0,0,,22
496,Udimet710,1191,No,18722,GammaPrime,No,2.48,0.015,0.06,15.5,17.8,0,0.14,0,0,0,0.03,3.17,0,0,54.09,0,0,0,0,0,4.97,0,1.75,0,0,0,0,,13.4
497,Nimonic263,70,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,72
498,Udimet720Li,,No,23992,,No,2.54,0.018,0.013,14.52,16.06,0,0,0,,0,0,3.08,0,0,57.53,0,,,0,0,5.04,0,1.2,0,0,0,0,1138,
499,U720Li,895,No,41428,GammaPrime,No,2.63,0.014,0.009,14.81,16.02,0,0,0,0,0,0,2.98,0,0,57.25,0,0,0,0,0,5.1,0,1.19,0,0,0,0,,24
500,Waspaloy,1031,No,92888,GammaPrime,No,1.4,0.006,0.03,13.8,19.5,0,0.2,0,0,0,0,4.3,0,0,57.76,0.004,0,0,0,0,3,0,0,0,0,0,0,,
501,Inconel718p5,1233,No,27840,DoublePrime,No,0.5,0.005,0.02,0,18.76,0,18.56,0,0,0,0.02,3.01,0,5.17,52.9,0.013,0,0,0.05,0,1.01,0,0,0,0,0,0,,24.3
502,Inconel713C,,No,4820,,No,6,0.008,0.07,0,13.2,0,0,,,0,0,4.4,0,2,73.47,0,,,0,0,0.8,0,0,0,0,0,0.05,,
503,WaspaloyER1,1024,No,19620,GammaPrime,No,1.3,0.015,0.039,13.43,19.72,0,0,0,0,0,0,4.32,0,0,58.18,0,0,0,0,0,3,0,0,0,0,0,0,,28
504,Udimet500,,No,36708,,No,2.9,0.006,0.08,18.5,18,0,0,0,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,640,
505,Haynes242,,No,7150,,No,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
506,Inconel718,,No,11666,,No,0.6,0.008,0.03,0,18,0.008,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
507,Udimet710,,No,41416,,No,2.5,0.02,0.07,15,18,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,1185,
508,Rene95,,No,13253,,No,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1544,
509,Nimonic090,,No,19896,,No,1.5,0.003,0.07,16.5,19.5,0,0,0,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,655,
510,Udimet700,,No,41416,,No,4,0.03,0.06,17,15,0,0,,,0,0,5,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,,
511,KM43,958,No,11176,GammaPrime,Yes,3.68,0.009,0.0624,17.58,12.49,0,0,0,0,0.0009,0,3.97,0,1.94,55.96,0,0,0,0,0,4.26,0,0.02,0,0,0,0.026,,
512,Udimet720P_M,1586,No,24006,GammaPrime,Yes,2.5,0.04,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,17.3
513,Inconel718,,No,12230,,No,1.85,0.0033,0.056,0,17.58,0,17,0,,0,0,2.85,0,3.44,56.04,0,,,0,0,1.18,0,0,0,0,0,0,1035,
514,Inconel706,1172,No,14223,Both,No,0.23,0.0045,0.041,0,15.79,0,37.88,0,0,0,0.07,0,0,3.05,41.16,0.001,0,0,0.09,0,1.68,0,0,0,0,0,0,,17
515,B-1900,830,No,13320,GammaPrime,No,6,0.013,0.13,10,8,0,0,0,0,0,0,6,0,0,68.78,0,0,0,0,2.15,1,0,0,0,0,0,0.08,,5.1
516,RR1000+,,No,7800,,No,3.1,0.02,0.045,17,15,0,0,0,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,967,
517,GMR-235,,No,0,,No,3,0.06,0.15,0,15.5,0,10,0,,0,0.3,5.3,0,0,63,0,,,0,0,2,0,0,0,0,0,0,660,
518,Inconel713C,710,Yes,4740,GammaPrime,No,6.3,0.011,0.09,0,13.5,0,0,0,0,0,0,4.6,0,1.8,71.33,0,0,0,0,1.5,0.8,0,0,0,0,0,0.07,,9
519,Waspaloy,885,No,16888,GammaPrime,No,1.4,0.006,0.03,13.8,19.5,0,0.2,0,0,0,0,4.3,0,0,57.76,0.004,0,0,0,0,3,0,0,0,0,0,0,,
520,Rene95,,No,22669,,No,3.5,0.009,0.074,8.12,13.66,0.006,0.11,0,,0,0,3.46,0.0028,3.45,61.5,0,,,0,0,2.54,0,3.42,0,0,0,0.044,1400,
521,Inconel713C,,No,4820,,No,6.3,0.011,0.09,0,13.5,0,0,,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,,
522,Inconel706,,No,13650,,No,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
523,Udimet720Li,1100,No,23992,GammaPrime,Yes,2.5,0.018,0.023,14.73,16.26,0,0,0,0,0,0,3.01,0,0,57.14,0,0,0,0,0,5.05,0,1.27,0,0,0,0,,13.2
524,MAR-M246+Hf,833,No,42150,GammaPrime,No,5.5,0.015,0.14,10,9,0,0,1.8,0,0,0,2.5,0,0,63,0,0,0,0,1.5,1.5,0,10,0,0,0,0.05,,7.3
525,Inconel625,627,No,3579,DoublePrime,Yes,0.28,0,0.026,0,21.28,0,1.41,0,0,0,0.03,8.97,0.005,3.79,63.87,0,0,0,0.07,0,0.27,0,0,0,0,0,0,,39
526,Rene77,,No,43376,,No,4.3,0.016,0.07,15,14.6,0,0,0,,0,0,4.2,0,0,58,0,,,0,0,3.3,0,0,0,0,0,0.04,1050,
527,Inconel706,,No,13515,,No,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
528,Inconel718KC1554,886,No,37810.8,DoublePrime,No,0.61,0.0044,0.061,0.36,17.86,0,19.95,0,0,0,0.12,2.95,0,3.64,52.38,0.001,0,0,0.64,0,0.96,0,0,0,0,0,0,,19.9
529,Thermo-Span,,No,11805,,No,0.45,0.004,0,29,5.5,0,34.8,0,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,979,
530,Nimonic105,485,No,35124,GammaPrime,No,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,27
531,Inconel925_s,275,No,12411,GammaPrime,No,0.2,0,0,0,20,0,28,0,0,0,0,3,0,0,43,0,0,0,0,0,2.2,0,0,0,0,0,0,,34
532,Udimet520,,No,36820,,No,2,0.005,0.05,12,19,0,0,0,,0,0,6,0,0,57,0,,,0,0,3,0,1,0,0,0,0,1175,
533,GH200,,No,0,,No,4.3,0.008,0.06,15,10,0,0,,,0.007,0,5.5,0,0,56.83,0,,,0,0,2.5,0.3,5.5,0,0,0,0,,
534,N-155,550,No,4441,Solution,No,0,0,0.15,20,21,0,30,0,0,0,1.5,3,0.15,1,20,0,0,0,0.5,0,0,0,2.5,0,0,0,0,,21
535,Nimonic263,485,No,6621.8,GammaPrime,No,0.5,0.001,0.06,20,20,0,0,0,0,0,0.4,5.9,0,0,51,0,0,0,0.3,0,2.1,0,0,0,0,0,0.02,,30
536,Unnamedalloy9,,No,0,,No,5.75,0,0,15,10,0,0,,,0,0,3.5,0,0,61.15,0,,,0,0,4.6,0,0,0,0,0,0,,
537,Inconel706,1151,No,14223,Both,No,0.24,0.0043,0.042,0,15.78,0,38.2,0,0,0,0.07,0,0,2.99,40.93,0.003,0,0,0.09,0,1.65,0,0,0,0,0,0,,16
538,Udimet500,,No,36708,,No,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
539,Waspaloy1650,,No,44108,,No,1.35,0.004,0.035,13.5,19.4,0,0,,,0,0,4.05,0,0,58.53,0,,,0,0,3.07,0,0,0,0,0,0.06,,
540,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
541,Unnamedalloy10,,No,0,,No,5.7,0,0,15,10,0,0,,,0,0,3.5,0,0,61.7,0,,,0,0,4.1,0,0,0,0,0,0,,
542,Unnamedalloy29,1041,Yes,0,GammaPrime,Yes,5,0.02,0.07,18.53,12.38,0,0,0,0,0,0.01,3.29,0,0,55.72,0,0,0,0,0,4.18,0.74,0,0,0,0,0.06,,27.7
543,NimonicPE.16,462,No,16934,GammaPrime,No,1.2,0.02,0.05,1,16.5,0,33,0,0,0,0.1,1.1,0,0,43,0,0,0,0.1,0,1.2,0,0,0,0,0,0,,
544,NimonicPE.16,,No,16154,,No,1.2,0.02,0.05,1,16.5,0,33,0,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,215,
545,Inconel718KC1539,1196.9,No,37810.8,DoublePrime,No,0.68,0.0084,0.062,0.23,17.48,0,18.09,0,0,0,0.11,3.01,0,5.41,52.94,0.004,0,0,0.17,0,0.91,0,0,0,0,0,0,,18.8
546,Udimet520,,No,36876,,No,1.98,0.005,0.04,12.2,12.1,0,0.1,,,0,0.1,6.2,0,0,63.2,0,,,0.1,0,3,0,0.98,0,0,0,0,,
547,AEREX350,1134,No,4316,YprimeandEta,No,0.84,0.021,0.019,25.15,17.03,0,0,0,0,0,0,3.05,0,1.13,44.69,0.004,0,0,0,4.02,2.07,0,2.17,0,0,0,0,,27.8
548,Inconel718,,No,5752,,No,0.51,0,0.008,0,17.92,0,18.97,0,,0,0,2.92,0,5.24,53.49,0,,,0,0.01,0.93,0,0,0,0,0,0,1206,
549,J15,473,No,4500,Solution,No,0.1,0,0.005,0,12.3,0,0,0,0,0,0,17.3,0,0,64.42,0,0,0,0,1,0,0,4.8,0.08,0,0,0,,
550,Inconel713C,680,Yes,19620,GammaPrime,No,6,0.008,0.07,0,13.2,0,0,0,0,0,0,4.4,0,2,73.47,0,0,0,0,0,0.8,0,0,0,0,0,0.05,,9.8
551,Haynes282,,No,10566,,No,1.5,0.005,0.06,10,20,0,1.5,,,0,0.3,8.5,0,0,55.89,0,,,0.15,0,2.1,0,0,0,0,0,0,,
552,UnitempAF2-1DA6,,No,16756,,No,4,0.015,0.04,10,12,0,0,0,,0,0,2.7,0,0,60,0,,,0,0,2.8,0,1.5,0,0,0,0.1,1480,
553,Inconel706,,No,14223,,No,0.24,0.0043,0.042,0,15.78,0.003,38.2,0,,0,0.07,0,0,2.99,40.93,0,,,0.09,0,1.65,0,0,0,0,0,0,1062,
554,Unnamedalloy9,,No,0,,No,5.75,0,0,15,10,0,0,,,0,0,3.5,0,0,61.15,0,,,0,0,4.6,0,0,0,0,0,0,,
555,MA0754,,No,0,,No,0.3,0,0.05,0,20,0,1,,,0,0,0,0,0,77.55,0,,,0,0,0.5,0,0,0,0,0,0,,
556,Udimet720Li,,No,23992,,No,2.5,0.018,0.023,14.73,16.26,0,0,,,0,0,3.01,0,0,57.14,0,,,0,0,5.05,0,1.27,0,0,0,0,,
557,Udimet500,795,No,21072,GammaPrime,No,3,0.07,0.07,19,18,0,0,0,0,0,0,4.2,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0.05,,17
558,MAR-M421,,No,1213,,No,4.3,0.015,0.14,9.5,15.8,0,0,0,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,380,
559,Udimet720P/M,,No,24006,,No,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0.75,,,0,0,5,0,1.25,0,0,0,0.035,1618,
560,Udimet520,,No,36820,,No,2,0.005,0.05,12,19,0,0,,,0,0,6,0,0,57,0,,,0,0,3,0,1,0,0,0,0,,
561,MAR-M252,,No,16312,,No,1,0.005,0.15,10,20,0,0,0,,0,0.5,10,0,0,55,0,,,0.5,0,2.6,0,0,0,0,0,0,510,
562,B-1900,,No,13320,,No,6,0.013,0.13,10,8,0,0,0,,0,0,6,0,0,68.78,0,,,0,4.3,1,0,0,0,0,0,0.08,1037,
563,Udimet720P_M,1004,No,78608,GammaPrime,Yes,2.5,0.02,0.025,14.7,16,0,0,0,0,0,0,3,0,0,57.48,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,19.6
564,Inconel713C,728,Yes,4820,GammaPrime,No,6.3,0.011,0.09,0,12.7,0,0,0,0,0,0,4.5,0,1,70.93,0,0,0,0,3.6,0.8,0,0,0,0,0,0.07,,7.4
565,TMW4,,No,32160,,No,1.9,0.02,0.02,26.3,14.9,0,0,0,,0,0,2.8,0,0,46.84,0,,,0,0,6,0,1.2,0,0,0,0.02,112,
566,HaynesR-41,785,No,16476,GammaPrime,No,1.5,0.006,0.09,11,19,0,5,0,0,0,0.1,10,0,0,49.7,0,0,0,0.5,0,3.1,0,0,0,0,0,0,,27.1
567,Astroloy,,No,41520,,No,4.15,0,0.036,17,14.7,0,0.22,0,,0,0.05,3.4,0,0,55.43,0,,,0.04,0,3.57,0,0,0,0,0,0,1169,
568,Nimonic75,,No,1,,No,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
569,Cabot214,510,No,0,GammaPrime,No,4.5,0,0,0,16,0,2.5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0.01,0,0,0,,19
570,Udimet500,,No,36708,,No,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
571,HaynesR-41,,No,16476,,No,1.5,0.006,0.09,11,19,0,5,,,0,0.1,10,0,0,49.7,0,,,0.5,0,3.1,0,0,0,0,0,0,,
572,El-929,205,No,6640,GammaPrime,No,4,0.02,0.1,14,10,0,0,0,0,0,0,4,0,0,60.38,0,0,0,0,0,2,0.5,5,0,0,0,0,,16
573,Rene220,,No,6812,,No,0.5,0.01,0.015,12,18,0,0,0,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,1085,
574,Udimet720,,No,28198,,No,2.5,0.033,0.03,14.7,17.9,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,0,0,0,0,0.03,1570,
575,Udimet720P_M,1586,No,24006,GammaPrime,Yes,2.5,0.02,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,15.3
576,Inconel625,352,No,1038,DoublePrime,No,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,1,65.65,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,
577,Inconel718P/M,,No,12454,,No,5.45,0,0.04,0,18.61,0,18.61,,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,,
578,AlloyT+,,No,7960,,No,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1151,
579,Inconel713C,,No,4740,,No,6,0.008,0.07,0,13.2,0,0,,,0,0,4.4,0,2,73.47,0,,,0,0,0.8,0,0,0,0,0,0.05,,
580,J5,238,No,5100,Solution,No,0.1,0,0.01,0,12.3,0,0,0,0,0,0,22,0,0,64.51,0,0,0,0,1,0,0,0,0.08,0,0,0,,
581,Inconel738LC,899.8,No,22520,GammaPrime,No,3.44,0.01,0.09,8.61,15.95,0,0.04,0,0,0,0,1.77,0,0.92,61.18,0,0,0,0,1.76,3.55,0,2.64,0,0,0,0.038,,10.9
582,Waspaloy1727,626.7,No,44108,GammaPrime,No,1.34,0.003,0.033,5.8,18.9,0,0,0,0,0,0,3.92,0,0,67,0,0,0,0,0,2.94,0,0,0,0,0,0.06,,
583,Inconel939,525,No,43394,GammaPrime,No,1.9,0.009,0.15,19,22.5,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1.4,3.7,0,2,0,0,0,0.09,,9
584,NM3,,No,7780,,No,3.65,0.013,0.024,14.65,11.8,0,0,,,0,0,3.3,0,0,61.01,0,,,0,0,5.5,0,0,0,0,0,0.052,,
585,Inconel718,1161,No,11708,DoublePrime,Yes,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,5.1,52.5,0,0,0,0,0,0.9,0,0,0,0,0,0,,21.9
586,Unnamedalloy30,,No,11702,,No,0.55,0.004,0.03,19.6,0,0,44.86,0,,0,0,0,0,4.02,29.2,0,,,0.45,0,1.29,0,0,0,0,0,0,886,
587,Udimet500,520,No,21072,GammaPrime,No,3,0.07,0.07,19,18,0,0,0,0,0,0,4.2,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0.05,,20
588,Inconel731,,No,0,,No,5.5,0.015,0.18,10,9.5,0,0,,,0,0,2.5,0,0,67,0,,,0,0,4.6,1,0,0,0,0,0.06,,
589,Inconel718_Ta,,No,11876,,No,0.47,0.0043,0.044,0,19.2,0,18,,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,,
590,Inconel625,666,No,3611,DoublePrime,Yes,0.25,0,0.016,0,21.45,0,1.41,0,0,0,0.05,8.89,0.006,3.77,63.84,0,0,0,0.06,0,0.26,0,0,0,0,0,0,,38
591,Inconel706,,No,14223,,No,0.2,0,0.03,0,16,0,40,0,,0,0.2,0,0,2.9,41.5,0,,,0.2,0,1.8,0,0,0,0,0,0,725,
592,CMSX2-singlecrystal,,No,27594,,No,5.6,0,0,4.6,8,0,0,,,0,0,0.6,0,0,66,0,,,0,5.8,0.9,0,7.9,0,0,0,0,,
593,Astroloy,,No,41520,,No,4.1,0,0.035,16.8,14.6,0,0.25,,,0,0,5.2,0,0,55.43,0,,,0.02,0,3.54,0,0,0,0,0,0,,
594,Waspaloy,,No,0,,No,1.3,0.006,0.035,13.5,19.4,0.006,0,0,,0,0,4.3,0,0,58.5,0,,,0,0,3,0,0,0,0,0,0,1348,
595,D-979,1005,No,17360,GammaPrime,No,1,0.01,0.05,0,15,0,27,0,0,0,0.3,4,0,0,49.44,0,0,0,0.2,0,3,0,0,0,0,0,0,,15
596,Waspaloy,931,No,36708,GammaPrime,No,1.3,0.006,0.08,13.5,19.5,0,0,0,0,0,0,4.3,0,0,58,0,0,0,0,0,3,0,0,0,0,0,0,,26.2
597,Alloy101,,No,35200,,No,3.4,0.015,0.16,9,12.2,0,0,,,0,0,1.95,0,0,60.17,1,,,0,3.95,4.1,0,3.95,0,0,0,0.11,,
598,B-1900,,No,0,,No,5.84,0.015,0.1,10.06,8.39,0,0,,,0,0,5.92,0,0.02,64.53,0,,,0,3.96,0.97,0,0.1,0,0,0,0.1,,
599,El-929,,No,6442,,No,4,0.02,0.1,14,10,0,0,,,0,0,4,0,0,60.38,0,,,0,0,2,0.5,5,0,0,0,0,,
600,Inconel718P_M,1018,No,12676,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,12.1
601,Inconel713+Hf,,No,0,,No,5.9,0.015,0.05,0,12,0,0,0,,0,0,4.5,0,2,74,1.3,,,0,0,0.6,0,0,0,0,0,0.05,1000,
602,AlloyT+,,No,6016,,No,3.1,0.02,0.045,17,15,0,0,,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,,
603,Inconel718KC1546,1060.4,No,37810.8,DoublePrime,No,1.22,0.0048,0.058,0.36,17.78,0,18.87,0,0,0,0.11,2.93,0,3.94,53.28,0.003,0,0,0.88,0,0.56,0,0,0,0,0,0,,13.4
604,Inconel713C,722,Yes,4820,GammaPrime,No,6.3,0.011,0.09,0,13.5,0,0,0,0,0,0,4.6,0,1.8,71.33,0,0,0,0,1.5,0.8,0,0,0,0,0,0.07,,8.9
605,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
606,Inconel718Super,,No,11639,,No,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1200,
607,Inconel718P_M,1066,No,12454,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,19.7
