,Name,"Tensile Strength, Yield",Heat treatment 1 Temperature,Heat treatment 1 Time,Heat treatment 2 Temperature,Heat treatment 2 Time,Heat treatment 3 Temperature,Heat treatment 3 Time,Heat treatment 4 Temperature,Heat treatment 4 Time,Heat treatment 5 Temperature,Heat treatment 5 Time,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,"Tensile Strength, Ultimate",Elongation at Break
760,Ticolloy12,,0,0,0,0,0,0,0,0,0,0,0.94,0.003,0.032,0,17.53,0,17.83,0,,0.001,0,3.05,0,5.72,53.93,0,,,0,0,0.96,0,0,0,0,0,0,1532,
761,Unnamedalloy3,,999,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,33.17,,,0,0,0,0,3,40,0,,,0,0,3,0,0,0,0,0,0,,
762,M22,550,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,0,0,0,0,2,0,0,71,0,0,0,0,3,0,0,11,0,0,0,0.6,,7
763,Nimonic115,725,1190,1.5,1099,6,0,0,0,0,0,0,4.9,0.16,0.15,13.2,14.3,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3.7,0,0,0,0,0,0.04,,26
764,Incoloy909,,982,1,718,8,621,8,0,0,0,0,0,0.001,0.01,13,0,0,42,0,,0,0,0,0,4.7,38,0,,,0.4,0,1.5,0,0,0,0,0,0,1025,
765,Rene220,,843,1,760,5,649,3,0,0,0,0,0.5,0.01,0.015,12,18,0,0,,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,,
766,Rene95,,1093,1,871,1,0,0,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,,
767,RR1000+,,1190,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,1173,
768,Rene95,1255,899,24,0,1,732,64,0,0,0,0,3.5,0.01,0.15,8,14,0,0,0,0,0,0,3.5,0,3.5,61,0,0,0,0,0,2.5,0,3.5,0,0,0,0.05,,12
769,Rene220,,1065,1,760,5,649,3,0,0,0,0,0.5,0.01,0.015,12,18,0,0,0,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,917,
770,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.6,0.004,0.03,0,18,0.004,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
771,Waspaloy5,931,1020,4,845,4,760,16,0,0,0,0,1.34,0.005,0.034,13.25,19.2,0,0,0,0,0,0,4.34,0,0,58.76,0,0,0,0,0,3.07,0,0,0,0,0,0,,27
772,Inconel718KC1552,879.1,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.26,0.0055,0.054,0.36,18.02,0,20.71,0,0,0,0.11,2.86,0,3.94,51.99,0.002,0,0,0.31,0,0.52,0,0,0,0,0,0,,21.2
773,Udimet720P_M,1178,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0.75,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,19
774,Inconel713C,,1185,4,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,0,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,833,
775,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
776,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.1,0.012,0.12,0,12.5,0,0,0,,0,0,4.2,0,2,74,0,,,0,0,0.8,0,0,0,0,0,0.1,470,
777,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
778,Inconel738X,,1121,2,843,24,0,0,0,0,0,0,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,,0,0.1,1.68,0,1.5,59.89,0,,,0.1,1.9,3.75,0,2.55,0,0,0,0.069,836.3,
779,Inconel718,891,1095,1,955,1,720,8,620,8,0,0,0.56,0,0.05,0,19.3,0,19.96,0,0,0,0.05,3.1,0,4.9,51.1,0,0,0,0.05,0,0.93,0,0,0,0,0,0,,25.9
780,MAR-M247:WLK,,1185,172,1185,0,1185,0,871,0,0,0,5.5,0.013,0.17,10.15,8.63,0,0.04,0,,0,0,0.73,0,0,59.66,1.4,,,0,3,1,0,9.67,0,0,0,0.04,1048,
781,Inconel713C,,1185,4,925,16,925,16,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,,
782,Inconel625,479,1038,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,3.6,63.05,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,54
783,N-155,,1177,1,816,4,0,0,0,0,0,0,0,0,0.15,20,21,0,30,0,,0,1.5,3,0.15,1,20,0,,,0.5,0,0,0,2.5,0,0,0,0,650,
784,KM47,,1191,4,843,4,760,4,0,0,0,0,3.41,0.011,0.0617,17.66,12.5,0,0,,,0.0016,0,3.87,0,1.89,55.9,0.314,,,0,0,4.26,0,0.1,0,0,0,0.022,,
785,Inconel718,,1030,1,800,1,650,5,650,16,0,0,2.04,0.0019,0.048,0,16.6,0,13.71,0,,0,0,3.09,0,3.55,57.45,0,,,0,0,1.21,0,2.3,0,0,0,0,1058,
786,SEL,,760,16,0,0,0,0,0,0,0,0,4.4,0.015,0.08,22,15,0,0,,,0,0,4.5,0,0,51,0,,,0,0,2.4,0,0,0,0,0,0,,
787,Inconel939,,1160,4,1000,6,800,4,0,0,0,0,2,0.004,0.15,19,22.4,0.005,0,0,,0,0,0.01,0,1.02,48.23,0,,,0.001,1.45,3.71,0,2.02,0,0,0,0.003,953,
788,AlloyT+B,911,1190,4,800,4,0,0,0,0,0,0,3.1,0.035,0.045,17,15,0,0,0,0,0,0,4,0,0,53.86,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,29.75
789,Inconel718KC1543,974.9,3452.4,1,2327.4,8,2012.4,8,0,0,0,0,1.12,0.0099,0.058,0.36,17.4,0,14.94,0,0,0,0.11,3.02,0,6.47,54.2,0.005,0,0,0.92,0,1.37,0,0,0,0,0,0,,11.1
790,SEL-15,952,760,4,0,0,0,0,0,0,0,0,5.4,0.015,0.07,14.5,11,0,0,0,0,0,0,6.5,0,0.5,58,0,0,0,0,0,2.5,0,1.5,0,0,0,0,,15
791,Inconel718,,954,1,788,8,704,8,760,0,0,0,0.5,0.004,0.02,0,18,0.008,18.1,,,0,0,2.9,0,5.3,54.17,0,,,0,0,1,0,0,0,0,0,0,,
792,Unnamedalloy7,920,1149,1,700,16,0,0,0,0,0,0,0,0,0.05,0,20,0,0,0,0,0,0,0,0,8,71.95,0,0,0,0,0,0,0,0,0,0,0,0,,11.7
793,Inconel718,,1093,2,927,1,718,8,624,8,0,0,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,885,
794,Inconel738,847,0,0,0,0,0,0,0,0,0,0,3.39,0.011,0.17,8.57,15.91,0,0,0,0,0,0,2.59,0,0.02,62.22,0,0,0,0,1.68,3.34,0,2.53,0,0,0,0.1,,10.2
795,Inconel718,544,954,1,718,8,621,8,760,350,0,0,0.5,0.004,0.02,0,18,0,18.1,0,0,0,0,2.9,0,5.3,54.17,0.008,0,0,0,0,1,0,0,0,0,0,0,,
796,SEL,,760,16,0,0,0,0,0,0,0,0,4.4,0.015,0.08,22,15,0,0,0,,0,0,4.5,0,0,51,0,,,0,0,2.4,0,0,0,0,0,0,1020,
797,Inconel718,,980,1,850,1,650,16,0,0,0,0,2.33,0.0041,0.059,0,17.2,0,19.23,0,,0,0,2.98,0,3.16,53.56,0,,,0,0,1.48,0,0,0,0,0,0,953,
798,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
799,Nimonic105,,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,,
800,Inconel718,,1095,1,1095,1,955,1,0,0,0,0,0.56,0,0.05,0,19.3,0,19.96,0,,0,0.05,3.1,0,4.9,51.1,0,,,0.05,0,0.93,0,0,0,0,0,0,977,
801,Rene95,,899,,0,,732,64,0,0,0,0,3.5,0.01,0.15,8,14,0,0,0,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,1550,
802,Inconel731,,0,0,0,0,0,0,0,0,0,0,5.5,0.015,0.18,10,9.5,0,0,0,,0,0,2.5,0,0,67,0,,,0,0,4.6,1,0,0,0,0,0.06,750,
803,NimonicPE.16,170,1038,4,799,2,699,16,0,0,0,0,1.2,0.02,0.05,1,16.5,0,33,0,0,0,0.1,1.1,0,0,43,0,0,0,0.1,0,1.2,0,0,0,0,0,0,,
804,KM48,,1191,4,843,4,760,4,0,0,0,0,3.81,0.034,0.0633,17.56,12.3,0,0,0,,0.0014,0,4.01,0,1.97,55.53,0.319,,,0,0,4.38,0,0,0,0,0,0.0235,1369,
805,Allvac718PLUS,,954,1,718,8,621,8,704,0,0,0,1.5,0,0,12,18,0,10,,,0,0,2.8,0,5.5,49.5,0,,,0,0,0.7,0,0,0,0,0,0,,
806,Inconel718,1132,941,4,760,16,0,0,0,0,0,0,0.57,0.002,0.04,0.02,17.97,0,19.15,0,0,0,0.17,3.06,0,5.24,52.59,0,0,0,0.25,0,0.94,0,0,0,0,0,0,,4.9
807,Ticolloy4,,0,0,0,0,0,0,0,0,0,0,0.63,0.004,0.028,0,17.8,0,18.3,,,0.001,0,3.05,0,5.28,53.57,0,,,0,0,1.34,0,0,0,0,0,0,,
808,M22,,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,0,,0,0,2,0,0,71,0,,,0,3,0,0,11,0,0,0,0.6,730,
809,Inconel718KC1551,948,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,1.28,0.0063,0.059,0.63,17.23,0,18.3,0,0,0,0.14,2.99,0,3.85,53.68,0.003,0,0,0.34,0,1.45,0,0,0,0,0,0,,23.3
810,Astroloy,965,1093,4,871,8,982,4,649,24,760,8,4,0.03,0.06,17,15,0,0,0,0,0,0,5.3,0,0,55,0,0,0,0,0,3.5,0,0,0,0,0,0,,18
811,U720Li,,1052,4,1080,4,845,24,760,16,0,0,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
812,Inconel706,,980,3,810,1.5,720,8,720,8,0,0,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
813,Inconel718,,1030,1,800,1,650,5,650,16,0,0,2.04,0.0019,0.048,0,16.6,0,13.71,0,,0,0,3.09,0,3.55,57.45,0,,,0,0,1.21,0,2.3,0,0,0,0,1535,
814,Inconel718,1104,954,1,718,8,621,8,760,50,0,0,0.5,0.004,0.02,0,18,0,18.1,0,0,0,0,2.9,0,5.3,54.17,0.008,0,0,0,0,1,0,0,0,0,0,0,,
815,Inconel738X,400,1121,2,843,24,0,0,0,0,0,0,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,0,0,0.1,1.68,0,1.5,59.89,0,0,0,0.1,1.9,3.75,0,2.55,0,0,0,0.069,,18
816,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.9,0.006,0.08,18.5,18,0,0,,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,,
817,Inconel718,858,1040,1,955,1,720,8,620,8,0,0,0.63,0,0.05,0,17.9,0,18.84,0,0,0,0.18,3,0,5.1,52.96,0,0,0,0.22,0,1.12,0,0,0,0,0,0,,25.5
818,HastelloyX,260,1177,1,0,0,0,0,0,0,0,0,0,0,0.1,1.5,22,0,18.5,0,0,0,0.5,9,0,0,47,0,0,0,0.5,0,0,0,0.6,0,0,0,0,,37
819,Astroloy,,1160,4,1080,4,850,24,760,16,0,0,4.1,0,0.035,16.8,14.6,0,0.25,0,,0,0,5.2,0,0,55.43,0,,,0.02,0,3.54,0,0,0,0,0,0,1334,
820,Inconel713C,,1185,4,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,12.7,0,0,,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,,
821,Inconel718KC1545,768.1,3452.4,1,2327.4,8,2012.4,8,0,0,0,0,0.34,0.0047,0.062,0.36,17.89,0,19.2,0,0,0,0.14,2.93,0,4.03,52.75,0.003,0,0,0.89,0,1.2,0,0,0,0,0,0,,21.2
822,AEREX350,,1093,1,732,4,0,0,0,0,0,0,0.84,0.021,0.019,25.15,17.03,0.004,0,0,,0,0,3.05,0,1.13,44.69,0,,,0,4.02,2.07,0,2.17,0,0,0,0,1091,
823,Unnamedalloy14,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.041,0,6,0,0,,,0,0,2,0,1.5,73.34,0,,,0,0,0,0,11,0,0,0,0.1,,
824,Udimet700,,1121,4,1079,4,843,24,760,16,0,0,4.42,0.03,0.06,18.8,15.5,0,0.15,,,0,0.1,5.1,0,0,52.28,0,,,0.1,0,3.41,0,0,0,0,0,0.05,,
825,InconelMA6000,,1232,0.5,954,5,954,2,843,24,0,0,4.5,0.01,0.05,0,15,0,0,0,,0,0,2,0,0,69,0,,,0,2,2.5,0,4,0,0,0,0.15,1295,
826,Inconel625,,1149,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2.5,,,0,0.2,9,0,3.6,61,0,,,0.2,0,0.2,0,0,0,0,0,0,,
827,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.9,0.006,0.08,18.5,18,0,0,,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,,
828,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.9,0.006,0.08,18.5,18,0,0,0,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,1040,
829,D-979,305,1038,1,843,6,704,16,0,0,0,0,1,0.01,0.05,0,15,0,27,0,0,0,0.3,4,0,0,49.44,0,0,0,0.2,0,3,0,0,0,0,0,0,,18
830,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.04,0.025,14.75,16,0,0,,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,,
831,Inconel731,750,0,0,0,0,0,0,0,0,0,0,5.5,0.015,0.18,10,9.5,0,0,0,0,0,0,2.5,0,0,67,0,0,0,0,0,4.6,1,0,0,0,0,0.06,,4.3
832,Inconel100GATORIZE,,0,0,0,0,0,0,0,0,0,0,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1500,
833,AF2-1DA6,,1210,8,1160,32,871,32,0,0,0,0,4.6,0.015,0.04,10,12,0,0,0,,0,0,2.8,0,0,61.55,0,,,0,1.5,2.8,0,4.6,0,0,0,0.1,1290,
834,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,,
835,Inconel718_Ta,,1052,1,732,8,621,8,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,1070,
836,KM45,,1191,4,843,4,760,4,0,0,0,0,3.69,0.008,0.0236,17.59,12.47,0,0,0,,0.0023,0,3.96,0,1.93,55.71,0.313,,,0,0,4.26,0,0.02,0,0,0,0.022,1372,
837,Inconel718,,1030,1,800,1,650,5,650,16,0,0,2.04,0.0019,0.048,0,16.6,0,13.71,,,0,0,3.09,0,3.55,57.45,0,,,0,0,1.21,0,2.3,0,0,0,0,,
838,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,,
839,TMW2,1208,1100,4,650,24,760,16,0,0,0,0,2.3,0.02,0.03,21.8,14.4,0,0,0,0,0,0,2.8,0,0,51.42,0,0,0,0,0,5.9,0,1.3,0,0,0,0.03,,15.5
840,Inconel718,891,1135,10,955,1,720,8,620,8,0,0,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,16.4
841,Inconel718KC1554,639.1,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.61,0.0044,0.061,0.36,17.86,0,19.95,0,0,0,0.12,2.95,0,3.64,52.38,0.001,0,0,0.64,0,0.96,0,0,0,0,0,0,,33.7
842,Inconel718,794,1095,1,955,1,720,8,620,8,0,0,0.56,0,0.05,0,19.3,0,19.96,0,0,0,0.05,3.1,0,4.9,51.1,0,0,0,0.05,0,0.93,0,0,0,0,0,0,,19.6
843,TMW1,,1100,4,650,24,760,16,0,0,0,0,2.4,0.02,0.03,14.8,16.3,0,0,0,,0,0,3.1,0,0,59.22,0,,,0,0,2.8,0,1.3,0,0,0,0.03,1579,
844,Inconel718p5,985,1160,24,0,0,0,0,0,0,0,0,0.5,0.005,0.02,0,18.76,0,18.56,0,0,0,0.02,3.01,0,5.17,52.9,0.013,0,0,0.05,0,1.01,0,0,0,0,0,0,,26.6
845,NM3,,843,4,750,4,0,0,0,0,0,0,3.65,0.013,0.024,14.65,11.8,0,0,0,,0,0,3.3,0,0,61.01,0,,,0,0,5.5,0,0,0,0,0,0.052,1252,
846,Rene41,720,1066,4,760,16,0,0,0,0,0,0,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,10
847,TDNickel,,982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,98,0,,,0,0,0,0,0,0,0,0,0,230,
848,Udimet720Li,,1168,2,760,8,649,24,0,0,0,0,2.5,0.018,0.023,14.73,16.26,0,0,,,0,0,3.01,0,0,57.14,0,,,0,0,5.05,0,1.27,0,0,0,0,,
849,Inconel718,,980,1,850,1,650,16,0,0,0,0,1.85,0.0033,0.056,0,17.58,0,17,,,0,0,2.85,0,3.44,56.04,0,,,0,0,1.18,0,0,0,0,0,0,,
850,TRW-NASAVIA,,0,0,0,0,0,0,0,0,0,0,5.4,0.02,0.13,7.5,6.1,0,0,0,,0,0,2,0,0.5,61,0,,,0,9,1,0,5.8,0,0,0,0.13,870,
851,Alloy903,,930,1,720,8,620,8,0,0,0,0,0.81,0.006,0.03,15,0.16,0,43.25,0,,0,0,0,0,1.47,37.8,0,,,0,0,1.47,0,0,0,0,0,0,1100,
852,Rene95,905,899,24,1093,1,0,16,0,0,0,0,3.5,0.009,0.074,8.12,13.66,0,0.11,0,0,0,0,3.46,0.0028,3.45,61.5,0.006,0,0,0,0,2.54,0,3.42,0,0,0,0.044,,6
853,Udimet720,,843,24,0,,0,0,0,0,0,0,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,942,
854,Inconel713C,,1205,4,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,0,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,884,
855,AlloyT+,,1150,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1140,
856,Inconel718P_M,1014,1038,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,9.7
857,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1370,
858,Udimet720P_M,1429,1175,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0.75,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,31
859,Rene220,869,1065,1,760,5,649,3,0,0,0,0,0.5,0.01,0.015,12,18,0,0,0,0,0,0,3,0,5,57.48,0,0,0,0,3,1,0,0,0,0,0,0,,7
860,Nimonic263,,1149,0,799,8,799,8,0,0,0,0,0.5,0.001,0.06,20,20,0,0,0,,0,0.4,5.9,0,0,51,0,,,0.3,0,2.1,0,0,0,0,0,0.02,770,
861,Ticolloy12,,0,0,0,0,0,0,0,0,0,0,0.94,0.003,0.032,0,17.53,0,17.83,,,0.001,0,3.05,0,5.72,53.93,0,,,0,0,0.96,0,0,0,0,0,0,,
862,Thermo-Span,,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,,
863,AEREX350,,1052,1,816,4,0,0,0,0,0,0,0.84,0.021,0.019,25.15,17.03,0.004,0,0,,0,0,3.05,0,1.13,44.69,0,,,0,4.02,2.07,0,2.17,0,0,0,0,1228,
864,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,0,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,989,
865,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
866,PM3030,910,1230,1,955,2,0,24,0,0,0,0,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,6
867,HastelloyX,,1121,1,0,0,0,0,0,0,0,0,0,0,0.1,1.5,22,0,18.5,,,0,0.5,9,0,0,47,0,,,0.5,0,0,0,0.6,0,0,0,0,,
868,MA6000,,0,0,0,0,0,0,0,0,0,0,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
869,B-1900,,1080,4,900,10,0,0,0,0,0,0,6,0.013,0.13,10,8,0,0,,,0,0,6,0,0,68.78,0,,,0,1.5,1,0,0,0,0,0,0.08,,
870,Inconel718P/M,,1038,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,,
871,MAR-M247:WWS,,1185,172,1185,0,1185,0,871,0,0,0,5.57,0.016,0.14,10.05,8.51,0,0.16,,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,,
872,Rene220,,1065,1,760,5,649,3,0,0,0,0,0.5,0.01,0.015,12,18,0,0,0,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,868,
873,Inconel625,563,996,1,622,8,0,0,0,0,0,0,0.32,0,0.019,0,21.49,0,1.41,0,0,0,0.04,8.88,0.006,3.77,63.74,0,0,0,0.07,0,0.26,0,0,0,0,0,0,,47
874,Udimet710,,1149,2,1066,4,760,16,0,0,0,0,2.48,0.015,0.06,15.5,17.8,0,0.14,0,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,817.7,
875,GH200,,0,0,0,0,0,0,0,0,0,0,4.3,0.008,0.06,15,10,0,0,,,0.028,0,5.5,0,0,56.83,0,,,0,0,2.5,0.3,5.5,0,0,0,0,,
876,MAR-M421,1041,1149,2,1065,4,760,16,0,0,0,0,4.3,0.015,0.14,9.5,15.8,0,0,0,0,0,0,2,0,2,61,0,0,0,0,0,1.8,0,3.8,0,0,0,0.05,,21.4
877,Nimonic115,,1190,1,1099,5,1099,6,0,0,0,0,4.9,0.16,0.15,13.2,14.3,0,0,0,,0,0,0,0,0,60,0,,,0,0,3.7,0,0,0,0,0,0.04,1085,
878,HastelloyC-22,,1121,0,0,0,0,0,0,0,0,0,0,0,0.01,2.5,21.5,0,5.5,0,,0,1,13.5,0,0,51.6,0,,,0.1,0,0,0.3,4,0,0,0,0,525,
879,B-1900,667,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.1,10.3,8.1,0,0,0,0,0,0,8.2,0,0.03,66.19,0,0,0,0,0.01,1,0,0.06,0,0,0,0.1,,9
880,TMW4,977,1100,4,650,24,760,16,0,0,0,0,1.9,0.02,0.02,26.3,14.9,0,0,0,0,0,0,2.8,0,0,46.84,0,0,0,0,0,6,0,1.2,0,0,0,0.02,,25
881,El-929,,1220,2,1050,4,0,0,0,0,0,0,4,0.02,0.1,14,10,0,0,0,,0,0,4,0,0,60.38,0,,,0,0,2,0.5,5,0,0,0,0,575,
882,Haynes263,529,1121,2,1010,2,788,8,0,0,0,0,0.6,0.005,0.06,20,20,0,0.7,0,0,0,0.4,6,0,0,49.64,0,0,0,0.2,0,2.4,0,0,0,0,0,0,,42.2
883,HastelloyS,455,1066,0,0,0,0,0,0,0,0,0,0.3,0,0,0,15.5,0,1,0,0.05,0,0.5,14.5,0,0,67,0,0,0,0.4,0,0,0,0,0,0,0,0,,49
884,KM43,,1191,4,843,4,760,4,0,0,0,0,3.68,0.009,0.0624,17.58,12.49,0,0,,,0.0009,0,3.97,0,1.94,55.96,0,,,0,0,4.26,0,0.02,0,0,0,0.026,,
885,Inconel939,,1160,4,1000,6,800,4,0,0,0,0,2,0.004,0.15,19,22.4,0.005,0,,,0,0,0.01,0,1.02,48.23,0,,,0.001,1.45,3.71,0,2.02,0,0,0,0.003,,
886,Rene77,1100,1163,4,1079,4,927,24,760,16,0,0,4.3,0.016,0.07,15,14.6,0,0,0,0,0,0,4.2,0,0,58,0,0,0,0,0,3.3,0,0,0,0,0,0.04,,15
887,Udimet720,1191,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.035,14.7,18,0,0,0,0,0,0,3,0,0,55.15,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,13.4
888,M22,,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,0,,0,0,2,0,0,71,0,,,0,3,0,0,11,0,0,0,0.6,885,
889,J15,,1200,0,650,5,650,6,0,0,0,0,0.1,0,0.005,0,12.3,0,0,,,0,0,17.3,0,0,64.42,0,,,0,1,0,0,4.8,0,0,0,0,,
890,HastelloyC-22,,1121,0,0,0,0,0,0,0,0,0,0,0,0.01,2.5,21.5,0,5.5,0,,0,1,13.5,0,0,51.6,0,,,0.1,0,0,0.3,4,0,0,0,0,800,
891,RR1000,,1130,4,800,16,750,0,0,0,0,0,3,0.015,0.027,18.5,15,0,0,0,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,1588,
892,Allvac718PLUS,,954,1,718,8,621,8,0,0,0,0,1.5,0,0,9,18,0,0.3,,,0,0,2.8,0,5.5,62.2,0,,,0,0,0.7,0,0,0,0,0,0,,
